,Unnamed: 0,ID Kabupaten,No.,Tanggal Kejadian,Kejadian,Lokasi,Kabupaten,Provinsi,Kronologi & Dokumentasi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Fasum Rusak,korban_jiwa,kerusakan,Clusters,cluster,Location,loc,point,lat,lon,altitude
0,0,1601,1,31/12/2021,BANJIR,Kec. Lubuk Batang Ds. Gunung Meraksa,OGAN KOMERING ULU,SUMATERA SELATAN,,â Dipicu oleh hujan dengan intensitas tinggi di wilayah Kabupaten OKU tanggal 31 Desember  2021 mengakibatkan meluapnya aliran anak sungai Wall.,0,0,0,0,0,0,0,0,0,"OGAN KOMERING ULU,SUMATERA SELATAN","Ogan Komering Ulu, Sumatera Selatan, Indonesia","(-4.1101012, 104.00828376734528, 0.0)",-4.1101012,104.00828376734528,0.0
1,1,1111,2,31/12/2021,BANJIR,"Kec. Dewantara Gp. Tambon Tunong Gp.  Uteun geulinggang  Gp. Keude kreung Geukueh Kec. Sawang Gp. Cot Kumuneng  Kec. Banda Baro Gp. Alue Keurinyai Gp. Jamuan Gp. Paya Ulee Gp. Ulee Nyeu Gp. Sangkelan Gp. Cot Jabet Gp. Paya Dua Kec. Cot Girek Gp. Cot Girek Gp. Trieng Gp. U Baro Gp. Berandang Dayah Kec. Matang Kuli Gp. Alue Entok Gp. Tumpok Barat Gp. Alue Tho Gp. Ceubrek Pirak Gp. Lawang Gp. Tanjong Haji Muda Gp. Meuria Gp. Pante Pirak Gp. Siren Gp. Hagu Gp. Leubok Pirak Gp. Parang Sikureung Gp. Mee Gp. Baro Gp. Tanjong Tgk. Ali Gp. Punti Matang Kuli Gp. Tjg. Babah Krueng Gp. Blang Matang Kuli Gp. Teupin Keube Gp. Menye Pirak Gp. Trieng Teupin Keube Kec. Lhoksukon Rayeuk  Meucat  Rawa  Nga, LT  Manyang  Babah Geudubang  Meurbo  Krueng, LT  Jok, LT   Meuriya  Mns. Blang  Beuringin, LB  Geulumpang  Kuta Lhoksukon  Ceubrek  Trieng, MU  Mns. Asan, LB  Mns. Pante  Ulee Tanoh  Meunye, MU  Matang Meunye  Pulo Dulang  Matang Teungoh,AB Mns. Teungoh, LB  Nga, LB  Mns. Rambot  Alue Drien  Asan, AB  Alue Buket  Keutapang  Dayah,LB  Dayah, LT  Geumata  Tutong  Mns.Ranto  Alue Mudem  Ulee Barat  Mns Ranto  Geulinggang Kec. Pirak Timu Tanjong Seurukuy Menye VII Alue Bungkoh Teupin U Ceumeucet Leupe Krueng Pirak Matang Keh Rayeuk Pange Bungong Glumpang Asan Krueng Kreh Beuracan Rata Trieng Krueng Kreh Reungkam Keutapang Bili Baro Ara Tonton Kec. Tanah luas Ampeh  Serba Jaman Baroh  Tanjong Mesjid  Paya Deng Alue Pangkat Hueng Alue Rangkaya Tengku diBale Rayeuk Meunye Keude Blang Jrun Blang  Trieng  Matang Cibrek Matang Ben Rayeuk Kuta  Rayeuk Naleung Pulo U Paya Beurandang  Alue Keujruen  Ujong Baroh SB  Manyang SB  Cibrek  Alue Keujren Keutapang  Kec. Samudra Gp. Teupin Ara Gp. Madan Gp. Pusong Kec. Langkahan Gp. Buket Linteung Gp. Leubok Pusaka  Gp. Geudumbak Gp. Tanjong Dalam Gp. Tanjong Jawa Gp. Langkahan Gp. Matang Rubek Gp. Simpang Tiga  Kec. Kuta Makmur Gp. Krueng Seunong Gp. Keude Krueng  Gp. Pulo Iboih Kec. Paya Bakong Gp. Keude Paya Bakong Gp. Jok Gp. Pante Seuleumak Gp. Alue Bieng Kec. Tanah Pasir  Gp. Gampong Ranup Laseh Gp. Mee Merbo Gp. Ulee Tanoh Gp. Teupin Gapeuh",ACEH UTARA,ACEH,,"â Dipicu oleh hujan dengan intensitas tinggi di wilayah Kabupaten Aceh Utara Kamis tanggal 30 Desember  2021 menyebabkan air sungai Krueng Peutoe, Sungai Krueng Keureuto meluap",3,0,0,1,0,3,1,0,0,"ACEH UTARA,ACEH","Aceh Utara, Aceh, Indonesia","(4.99119405, 97.1587368058996, 0.0)",4.99119405,97.1587368058996,0.0
2,2,1213,3,31/12/2021,BANJIR,Kec. Pematang Jaya Ds. Damar Condong,LANGKAT,SUMATERA UTARA,,â Dipicu oleh dengan intensitas curah hujan yang cukup tinggi pada hari Jum'at Tanggal 31 Desember 2021 Pukul 05.00 wib - 08.00 wib menyebabkan air menggenangi pemukiman warga,0,0,0,0,0,0,0,0,0,"LANGKAT,SUMATERA UTARA","Langkat, Sumatera Utara, Indonesia","(3.8290501, 98.24827397454335, 0.0)",3.8290501,98.24827397454337,0.0
3,3,1221,4,31/12/2021,BANJIR,â Kec. Batang Lobu Sutam - Ds. Tanjung Baru - Ds. Muara Malinto - Ds. Tandolan - Ds. Siadam - Ds. Tamiang - Ds. Psr. Tamiang - Ds. Tanjung Barani - Ds. Manggis - Ds. Pinarik - Ds. Siojo - Ds. Paran Manggis - Ds. Huta Nopan - Ds. Tangga Batu - Ds. Paran Dolok - Ds. Ark Sorik,PADANG LAWAS,SUMATERA UTARA,,Dipicu hujan deras dengan durasi panjang mengakibatkan banjir bandang dengan membawa material kayu dari kawasan hulu sungai,0,0,0,637,1,0,638,0,0,"PADANG LAWAS,SUMATERA UTARA","Padang Lawas, Sumatera Utara, 22774, Indonesia","(1.1565902000000001, 99.81080407051435, 0.0)",1.1565902,99.81080407051437,0.0
4,4,3374,5,31/12/2021,BANJIR,Kec. Gayamsari Kel. Tambakrejo Kel. Kaligawe Kec. Genuk Kel. Gebangsari Kel. Genuksari Kel. Muktiharjo Lor Kel. Terboyo Kulon Kec. Pedurungan Kel. Muktiharjo Kidul Kel. Tlogosari Kulon,KOTA SEMARANG,JAWA TENGAH,,Dipicu hujan dengan intensitas tinggi di wilayah Kota Semarang dan daerah penyangga sehingga menyebabkan debit air meluap dan menggenangi rumah warga,0,0,0,0,0,0,0,0,0,"KOTA SEMARANG,JAWA TENGAH","Gang Kelapa Gading, Wates, Ngaliyan, Kota Semarang, RW 01, Wates, Ngaliyan, Semarang, Jawa Tengah, 50189, Indonesia","(-7.0197176, 110.3360514, 0.0)",-7.019717599999999,110.3360514,0.0
5,5,1206,6,31/12/2021,BANJIR,Kec. Bonatua Ds. Lumban Sangkalan Ds. Harungguan Ds. Silamosik Ds. Partoruan Lumban Lobu Ds. Oardolok Lumban Lobu Ds. Silombu,TOBA,SUMATERA UTARA,,âDipicu oleh hujan dengan intensitas lebat  di wilayah Kec. Bonatua yang berdampak derasnya aliran Sungai Aek Bang dan mengakibatkan jebolnya tanggul dan berdampak banjir,0,0,0,0,0,0,0,0,0,"TOBA,SUMATERA UTARA","Toba, Samosir, Sumatera Utara, Indonesia","(2.58, 98.83, 0.0)",2.58,98.83,0.0
6,6,3528,7,31/12/2021,BANJIR,Kec. Larangan Ds. Trasak Kec. Pademawu Ds. Sentol Kec. Kadur Ds. Pamoroh Kec. Pamekasan Kel. Gladak Anyar Kec. Pamekasan Kel. Patemon,PAMEKASAN,JAWA TIMUR,,â Dipicu hujan intensitas sedang disertai angin Kencang sekitar pukul 15.30 WIB,0,0,0,0,0,0,0,0,0,"PAMEKASAN,JAWA TIMUR","Pamekasan, Jawa Timur, Indonesia","(-7.1605439, 113.4826273, 0.0)",-7.1605439,113.4826273,0.0
7,7,1173,8,31/12/2021,BANJIR,Kec. Langsa Baro Gp. Paya Bujok Seulemak Gp. Paya Bujok Tunong Gp. Karang Ayer Gp. Birem Puntong Gp. Lhok Nani Gp. Matang Seulimeng Gp. Alur Dua Induk Gp. Lengkong Kec Langsa Lama Gp. Meurandeh Teungoh Gp. Seulalah Lama Gp. Pondok Pabrik Gp. Pondok Kemuning Gp. Seulalah Baro Kec. Langsa Timur Gp. Medang Ara Gp. Simpang Wie Kec. Langsa Barat Gp. Paya Bujok Teungoh Gp. Timbang Langsa,KOTA LANGSA,ACEH,,â Dipicu hujan dengan intensitas tinggi,0,0,0,0,0,0,0,0,0,"KOTA LANGSA,ACEH","Langsa Kota, Langsa, Aceh, 24412, Indonesia","(4.47158865, 97.97375247454653, 0.0)",4.47158865,97.97375247454652,0.0
8,8,1105,9,30/12/2021,BANJIR,Kec. Birem Beyeun Gampong Alue Sentang Gampong Paya TampahÂ¬ Gampong Alue Gadeng 2 Gampong Paya Bili 1 Gampong Paya Bili 2 Gampong Alur Nyamuk Gampong Aramiah Gampong Alue Gadeng Gampong Birem Rayeuk Gampong Alue Itam  Gampong Buket Seulemak  Gampong Merbau Dua Gampong Alue Canang Gampong Bukit Tiga  Kec. Indra Makmur Gampong Alue Ie Mirah Gampong Pelita Sagop Jaya Gampong Jambo Lubok Gampong Julok Rayeuk Utara  Kec. Sungai Raya Gampong Buket Drien Gampong Sungai Simpang Gampong Snb Pase Gampong Snb Aceh Gampong Krueng Lingka  Gampong Gajah Mentah  Gampong Alue Itam Gampong Geulumpang Payoung Gampong Labuhan Keude Gampong Buket Selamat   Kec. Idi Tunong Gampong Alue Lhok Gampong Snb Buya  Kec. Rantau Selamat Gampong Bayeun Gampong Alue Selemak Gampong Sarah Kayeu Gampong Rantau Panjang Gampong Snb Dalam Gampong Alue Kumba Gampong Alue Punti Gampong Alue Kaul  Kec. Peurelak Timur Gampong Snb. Teungoh Gampong Alur Nireh Gampong Tualang Pateng Gampong Snb Lapang Gampong Babah Krueng Gampong Snb Punti Gampong Snb Jalan Gampong Alue Tho  Kec. Ranto Peureulak Gampong Punti Payung Gampong Semali Gampong Paya Palas Gampong Alue Udep Gampong Dayah Alue Udep Gampong Mata Ie Gampong Pertamina Gampong Alue Dua Gampong.Alue Batee Gampong Alue Genteng Gampong Pasie Puteh Gampong Buket Pala Gampong Seumanah Jaya  Kec. Julok Gampong Ladang Baro Gampong Keumuneng Gampong Buket Panyang Gampong.Blang Jambee Gampong Tepin Raya Gampong Lhok Sentang  Kec. Nurussalam Gampong Mesjid Gampong Lhee Gampong Alue Siwah Serdang Gampong Seumatang Aron Gampong Snb Rambong  Kec. Darul Falah Gampong Tunong Ulee Gajah Gampong Buket Taufah Gampong Ceumpeudak Gampong Snb. Panton Gampong Keude Blang Gampong Tunong Bugeng  Kec. Banda Alam Gampong Jambo Reuhat Gampong Blang Rambong Gampong Snb. Pango Gampong Panton Rayeuk M Gampong Snb. Benteng Gampong Paya Laman Gampong Uram Jalan  Kec. Pante Bidari Gampong Blang Seunong  Kec. Simpang Jernih Gampong Pante Kera  Kec. Peurlak Barat Gampong Beusa Seberang,ACEH TIMUR,ACEH,,"âDipicu hujan dengan intensitas tinggi sejak Kamis pagi sehingga menyebabkan banjir di Kec. Birem Beyeun pada hari Kamis, 30 Desember 2021, Pkl. 19:45 WIB",2,0,0,1,2,2,3,0,0,"ACEH TIMUR,ACEH","Aceh Timur, Aceh, Indonesia","(4.70166295, 97.64503901995158, 0.0)",4.70166295,97.64503901995155,0.0
9,9,1409,10,30/12/2021,BANJIR,Kec. Pujud Kep. Air Hitam,ROKAN HILIR,RIAU,,âIntensitas hujan yang tinggi di Kep. Air hitam maupun dai daerah bagian hulu yang melintas Sungai Rokan.,0,0,0,0,0,0,0,0,0,"ROKAN HILIR,RIAU","Rokan Hilir, Kalimantan Timur, Indonesia","(0.9751078, 117.5295601, 0.0)",0.9751078,117.5295601,0.0
10,10,1804,11,30/12/2021,BANJIR,Kec. Jabung  Ds. Mekar Jaya,LAMPUNG TIMUR,LAMPUNG,,âDipicu hujan dengan intensitas curah hujan tinggi sehingga meluapnya air sungai way,0,0,0,0,0,0,0,0,0,"LAMPUNG TIMUR,LAMPUNG","Lampung Timur, Lampung, 34382, Indonesia","(-5.119711649999999, 105.59515146938611, 0.0)",-5.119711649999998,105.59515146938612,0.0
11,11,1612,12,30/12/2021,BANJIR,Kec. Tanah Abang Ds. Curup,PENUKAL ABAB LEMATANG ILIR,SUMATERA SELATAN,,âDipicu hujan dengan intensitas tinggi di hulu sungai sehingga meluapnya air Sungai Lematang,0,0,0,0,0,0,0,0,0,"PENUKAL ABAB LEMATANG ILIR,SUMATERA SELATAN","Penukal Abab Lematang Ilir, Sumatera Selatan, Indonesia","(-3.21399505, 104.0076940890376, 0.0)",-3.21399505,104.0076940890376,0.0
12,12,3201,13,30/12/2021,BANJIR,Kec. Sukajaya  Ds. Harkat Jaya,BOGOR,JAWA BARAT,,â Dipicu oleh intensitas curah hujan yang cukup tinggi,0,0,0,4,0,0,4,0,0,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.596298599999999,106.7972421,0.0
13,13,3215,14,29/12/2021,BANJIR,Kec. Telukjambe Barat Ds. Karangligar,KARAWANG,JAWA BARAT,,â Dipicu curah hujan dengan intensitas tinggi mengakibatkan Kali Cidawolong meluap,0,0,0,0,0,0,0,0,0,"KARAWANG,JAWA BARAT","Karawang, Jawa Barat, 41312, Indonesia","(-6.3042012, 107.307897, 0.0)",-6.3042012000000005,107.307897,0.0
14,14,3522,15,29/12/2021,BANJIR,Kec. Kanor Ds. Pesen,BOJONEGORO,JAWA TIMUR,,"â Dipicu curah hujan dengan intensitas tinggi mengakibatkan debit Sungai Mekuris yang berada di Desa Pesen, Kec. Kanor, Kab. Bojonegoro meluap dan tanggul jebol",0,0,0,0,0,0,0,0,0,"BOJONEGORO,JAWA TIMUR","SMP Negeri 1 Dander, Bojonegoro, Jawa Timur, KM 15, Jalan Sumberarum, Sumberarum, Bojonegoro, Jawa Timur, 62171, Indonesia","(-7.2657534, 111.8665345, 0.0)",-7.2657534,111.8665345,0.0
15,15,6409,16,29/12/2021,BANJIR,Kec. Penajem Kel. Lawe-lawe  Kec. Sepaku Kel. Pemaluan,PENAJAM PASER UTARA,KALIMANTAN TIMUR,,âHujan dengan intensitas lebat hingga sedang,0,0,0,0,0,0,0,0,0,"PENAJAM PASER UTARA,KALIMANTAN TIMUR","Kel. Penajam, Kalimantan Timur, 76141, Indonesia","(-1.2448547, 116.7759615, 0.0)",-1.2448547,116.7759615,0.0
16,16,3204,17,29/12/2021,BANJIR,Kec. Cicalengka Ds. Babakan Peuteuy Ds. Cicalengka Wetan,BANDUNG,JAWA BARAT,,âDipicu hujan dengan intensitas deras dan drainase yang kecil dan kurang berfungsi sehingga air meluap dan menggerus tanah yang masuk ke perumahan Griya Inti RT.05 RW 10,0,0,0,1,0,0,1,0,0,"BANDUNG,JAWA BARAT","Jawa Barat, Cibiru, Cipadung Kidul, Panyileukan, Bandung, Jawa Barat, 40624, Indonesia","(-6.9342173, 107.7222573, 0.0)",-6.934217299999999,107.72225729999998,0.0
17,17,3215,18,28/12/2021,BANJIR,Kec. Telukjambe Ds. Karangligar Dsn. Jatikarya,KARAWANG,JAWA BARAT,,âDipicu oleh hujan deras dengan intensitas tinggi dan meluapnya kali Cidawolong disertai kurang baiknya saluran irigasi,0,0,0,0,0,0,0,0,0,"KARAWANG,JAWA BARAT","Karawang, Jawa Barat, 41312, Indonesia","(-6.3042012, 107.307897, 0.0)",-6.3042012000000005,107.307897,0.0
18,18,1804,19,28/12/2021,BANJIR,Kec. Pasir Sakti Ds. Sumur Kucing,LAMPUNG TIMUR,LAMPUNG,,â Dipicu hujan dengan intensitas curah hujan tinggi sehingga terjadinya luapan air sungai way,0,0,0,0,0,0,0,0,0,"LAMPUNG TIMUR,LAMPUNG","Lampung Timur, Lampung, 34382, Indonesia","(-5.119711649999999, 105.59515146938611, 0.0)",-5.119711649999998,105.59515146938612,0.0
19,19,1603,20,27/12/2021,BANJIR,Kec. Muara Enim Kel. Air Lintang Kel. Pasar II,MUARA ENIM,SUMATERA SELATAN,,â Dipicu oleh hujan lebat yang terjadi dari pukul 02.00 s.d 04.00 Wib dan juga kiriman air yang mengakibatkan banjir meluap karena kerusakan banyak drainase dan DAM yang rusak mulai dari Pramuka 1 - 3 dan banyaknya tumbuhan rumput yang liar serta sampah menghalangi jalur air untuk lewat di aliran tersebut,0,0,0,0,0,0,0,0,0,"MUARA ENIM,SUMATERA SELATAN","Muara Enim, Sumatera Selatan, Indonesia","(-3.84670675, 103.96157194770801, 0.0)",-3.84670675,103.961571947708,0.0
20,20,5316,21,27/12/2021,BANJIR,Kec. Umbu Ratu Ngay Barat Ds. Umbu Langang Kec. Umbu Ratu Ngay Ds. Padiratana,SUMBA TENGAH,NUSA TENGGARA TIMUR,,â hujan dengan intensitas tinggi,0,0,0,0,0,0,0,0,0,"SUMBA TENGAH,NUSA TENGGARA TIMUR","Sumba Tengah, Nusa Tenggara Timur, Indonesia","(-9.5935839, 119.66627706284194, 0.0)",-9.5935839,119.66627706284191,0.0
21,21,5301,22,27/12/2021,BANJIR,Kec. Wanukaka Ds. Desa Baliloku  Ds. Weehura  Ds. Katiku loku  Ds. Rewa Rara  Ds. Rua  Ds. Taramanu,SUMBA BARAT,NUSA TENGGARA TIMUR,,"âHujan yang cukup deras disertai angin kencang, dari tanggal 27 Desember 2021 sampai dengan tanggal 28 Desember 2021 pukul 05.00 wita dan mengakibatkan beberapa rumah dan lahan pertanian (sawah dan perkebunan) warga di beberapa desa mengalami kerusakan dan terendam banjir.",0,0,0,0,0,0,0,0,0,"SUMBA BARAT,NUSA TENGGARA TIMUR","Sumba Barat, Nusa Tenggara Timur, Indonesia","(-9.58570915, 119.44394260619363, 0.0)",-9.58570915,119.44394260619364,0.0
22,22,3522,23,27/12/2021,BANJIR,Kec. Dander Ds. Dander,BOJONEGORO,JAWA TIMUR,,âDipicu oleh hujan dengan intensitas tinggi di wilayah selatan kab. Bojonegoro sejak pukul 15.00 WIB s.d. pukul 18.00 WIB,0,0,0,0,0,0,0,0,0,"BOJONEGORO,JAWA TIMUR","SMP Negeri 1 Dander, Bojonegoro, Jawa Timur, KM 15, Jalan Sumberarum, Sumberarum, Bojonegoro, Jawa Timur, 62171, Indonesia","(-7.2657534, 111.8665345, 0.0)",-7.2657534,111.8665345,0.0
23,23,3329,24,26/12/2021,BANJIR,Kec. Bantarkawung Ds. Karangpari  Ds. Bantarkawung,BREBES,JAWA TENGAH,,â Hujan dengan intensitas lebat,0,0,0,0,0,0,0,0,0,"BREBES,JAWA TENGAH","Brebes, Jawa Tengah, Indonesia","(-7.05207115, 108.88813597074842, 0.0)",-7.05207115,108.88813597074842,0.0
24,24,3604,25,26/12/2021,BANJIR,Kec.CIruas Ds. Cigelam,SERANG,BANTEN,,âDipicu hujan dengan intensitas tinggi menyebabkan meluapnya aliran sungai Cikele,0,0,0,0,0,0,0,0,0,"SERANG,BANTEN","Serang, Banten, Indonesia","(-6.10549695, 105.9884713457985, 0.0)",-6.10549695,105.98847134579847,0.0
25,25,1407,26,25/12/2021,BANJIR,Kec. Rambah Kel. Pasirpengaraian Ds. Rambah Tengah Hulu Ds. Tanjung Belit Ds. Pematang Berangan Ds. Babussalam  Ds. Koto Tinggi Kec. Rambah Samo Ds. Lubuk Napal Ds. Teluk Aur Ds. Lubuk Bilang Kec. Rambah Hilir Ds. Rambah Ds. Rambah Hilir Timur Ds. Rambah Hilir Tengah Ds. Muara Musu Kec. Kepenuhan Hulu Ds. Pekan Tabih Kec. Tandun Ds. Tandun,ROKAN HULU,RIAU,,"âDipicu oleh hujan deras dengan intensitas yang cukup tinggi dan meluapnya air sungai Rokan, Sungai Batang Lubuh, Sungai Sosa dan anak-anak sungai lainya",0,0,0,0,0,0,0,0,0,"ROKAN HULU,RIAU","Rokan Hulu, Riau, Indonesia","(0.8919457, 100.46651555651417, 0.0)",0.8919457000000001,100.46651555651415,0.0
26,26,1402,27,25/12/2021,BANJIR,Kec. Seberida Kel. Pangkalan Kasai Ds Kelesa Kec. Batang Gansal Ds. Kelesa,INDRAGIRI HULU,RIAU,,âDipicu oleh hujan yang sangat deras mengakibatkan meluapnya air Sungai Cenaku Kecil,0,0,0,0,1,0,1,0,0,"INDRAGIRI HULU,RIAU","Kabupaten Indragiri Hulu, Riau, Indonesia","(-0.49228384999999997, 102.3008254360401, 0.0)",-0.49228385,102.3008254360401,0.0
27,27,1802,28,25/12/2021,BANJIR,Kec. Cukuh Balak Ds. Sukaraja Ds. Gedung Ds. Banjar Negeri  Ds. Tanjung Jati Ds. Tanjung Raja Ds. Putih Doh Ds. Suka Padang.  Ds. Kejadian Lom Ds. Way Rilau  Kec. Kelumbayan Barat Ds. Lengkukai,TANGGAMUS,LAMPUNG,,"âIntensitas curah hujan yang cukup tinggi menyebabkan Aliran Sungai Way Pertiwi Meluap mengakibatkan Terendamnya Rumah Warga , Persawahan, Perkebunan dan Fasilitas Umum dengan ketinggian air mencapai 50 cm",0,0,0,7,0,0,7,0,0,"TANGGAMUS,LAMPUNG","Tanggamus, Lampung, Indonesia","(-5.51405375, 104.77714350239212, 0.0)",-5.51405375,104.77714350239212,0.0
28,28,1809,29,25/12/2021,BANJIR,Kec. Marga Punduh Ds. Suka Jaya  Ds.Umbul Limus Ds. Pekon Ampai Ds. Kampung Baru,PESAWARAN,LAMPUNG,,â Intensitas curah hujan tinggi,0,0,0,0,0,0,0,0,0,"PESAWARAN,LAMPUNG","Pesawaran, Lampung, Indonesia","(-5.4559573, 105.08469101016075, 0.0)",-5.4559573,105.08469101016075,0.0
29,29,3205,30,25/12/2021,BANJIR,Kec. Talegong Ds. Mekarmulya Ds. Mekarwangi Ds. Selaawi Kec. Cilawu Ds. Sukamaju,GARUT,JAWA BARAT,,âDipicu oleh hujan deras yang terjadi selama Â± 3 jam di wilayah Kab. Garut menyebabkan terjadinya longsor,0,0,0,19,9,0,28,0,0,"GARUT,JAWA BARAT","Garut, Jawa Barat, 44117, Indonesia","(-7.2162543, 107.9014912, 0.0)",-7.2162543,107.9014912,0.0
30,30,1671,31,25/12/2021,BANJIR,Kec. Seberang Hulu I Kec. Seberang Hulu II Kec. Sukarami Kec. Kemuning Kec. Ilir Barat I  Kec. Ilir Timur I Kec. Kalidoni Kec. Sako,KOTA PALEMBANG,SUMATERA SELATAN,,âDipicu oleh intensitas curah hujan tinggi disertai meluapnya anak sungai musi dan drainase yang buruk,2,0,0,0,0,2,0,0,0,"KOTA PALEMBANG,SUMATERA SELATAN","Kantor Kelurahan 22 Ilir, Kec. Bukit Kecil, Kota Palembang, Jalan Pangeran Marto, RW 04 Kel. 19 Ilir Kec. Bukit Kecil, Bukit Kecil, Palembang, Sumatera Selatan, 30124, Indonesia","(-2.9904158499999998, 104.75674144760343, 0.0)",-2.99041585,104.75674144760345,0.0
31,31,3672,32,25/12/2021,BANJIR,Kec. Grogol  Kel. Rawa Arum,KOTA CILEGON,BANTEN,,Dipicu Hujan intensitas Sedang-Lebat di wilayah Kota Cilegon menyebabkan air Rawa meluap ke pemukiman,0,0,0,0,0,0,0,0,0,"KOTA CILEGON,BANTEN","Cilegon, Banten, Indonesia","(-6.017389, 106.0537688, 0.0)",-6.017389,106.0537688,0.0
32,32,3274,33,25/12/2021,BANJIR,Kec. Harjamukti Kel. Kalijaga,KOTA CIREBON,JAWA BARAT,,âDipicu oleh hujan deras yang terjadi selama 3-4 jam di wilayah Kota Cirebon,0,0,0,0,0,0,0,0,0,"KOTA CIREBON,JAWA BARAT","KORAMIL KOTA CIREBON, Cirebon, Jawa Barat, Indonesia","(-6.7217655, 108.550211614333, 0.0)",-6.7217655,108.550211614333,0.0
33,33,3211,34,24/12/2021,BANJIR,Kec. Jatinangor Ds. Cipacing  Ds. Cileles Ds. Cikeruh  Ds. Sayang,SUMEDANG,JAWA BARAT,,"Dipicu oleh intensitas curah hujan tinggi dan dampak pembangunan tol cisumdawu pada hari Jumat, 24 Desember 2021, Pkl. 16.50 WIB",0,0,0,0,0,0,0,0,0,"SUMEDANG,JAWA BARAT","Sumedang, Jawa Barat, 45321, Indonesia","(-6.8592431, 107.9206982, 0.0)",-6.8592431,107.9206982,0.0
34,34,5306,35,24/12/2021,BANJIR,Kec. Atambua  Kel. Umanen,BELU,NUSA TENGGARA TIMUR,,Dipicu oleh intensitas hujan yang cukup tinggi dari Pkl.  14.00 - 15.30 Wita  mengakibatkan luapan banjir dan menggenangi rumah warga di kelurahan Umanen,0,0,0,0,0,0,0,0,0,"BELU,NUSA TENGGARA TIMUR","Belu, Nusa Tenggara Timur, Indonesia","(-9.176141000000001, 124.91626841454732, 0.0)",-9.176141,124.9162684145473,0.0
35,35,3204,36,24/12/2021,BANJIR,Kec. Rancaekek Ds. Rancaekek Kulon Ds. Rancaekek Wetan Kec. Cileunyi Ds. Cileunyi Wetan,BANDUNG,JAWA BARAT,,"âDipicu oleh hujan dengan intensitas tinggi yang cukup lama dan meluapnya Sungai Cibeusi, anak Sungai Cigalumpit dan anak Sungai Ciyasana",0,0,0,26,1,0,27,0,0,"BANDUNG,JAWA BARAT","Jawa Barat, Cibiru, Cipadung Kidul, Panyileukan, Bandung, Jawa Barat, 40624, Indonesia","(-6.9342173, 107.7222573, 0.0)",-6.934217299999999,107.72225729999998,0.0
36,36,6409,37,23/12/2021,BANJIR,Kec. Penajam Ds. Bukit Subur,PENAJAM PASER UTARA,KALIMANTAN TIMUR,,"âDipicu Hujan yang terjadi di wilayah Desa Bukit Subur pada hari Rabu, 22 Desember 2021 pukul 18.30 Wita berlangsung hingga pagi dini hari dan bersamaan dengan mulai naiknya  air laut dari pukul 06.00 Wita - 09.00 Wita sehingga mengakibatkan air sungai meluap dan berdampak pada naiknya tinggi muka air pada beberapa halaman dan rumah warga yang berada di wilayah rendah dan dekat dengan pinggir sungai  Riko",0,0,0,0,0,0,0,0,0,"PENAJAM PASER UTARA,KALIMANTAN TIMUR","Kel. Penajam, Kalimantan Timur, 76141, Indonesia","(-1.2448547, 116.7759615, 0.0)",-1.2448547,116.7759615,0.0
37,37,3204,38,23/12/2021,BANJIR,Kec. Pangalengan Ds. Banjar Sari Ds. Lamajang,BANDUNG,JAWA BARAT,,dipicu oleh intensitas curah hujan yang cukup tinggi dalam durasi yang cukup lama,0,0,0,0,0,0,0,0,0,"BANDUNG,JAWA BARAT","Jawa Barat, Cibiru, Cipadung Kidul, Panyileukan, Bandung, Jawa Barat, 40624, Indonesia","(-6.9342173, 107.7222573, 0.0)",-6.934217299999999,107.72225729999998,0.0
38,38,3202,39,23/12/2021,BANJIR,Kec. Pelabuhan Ratu Kel. Pelabuhan Ratu Dermaga PPN Palabuhanratu Kawasan Kp. Gunung Butak  Kp. Badak Putih,SUKABUMI,JAWA BARAT,,"â Dipicu hujan deras terus menerus,  mengakibatkan meluapnya sungai cipalabuhan  sehingga menyebabkan banjir di beberapa titik antara lain, kantor kelurahan palabuhanratu, puskesmas palabuhanratu, masjid al huda, dermaga pelabuhan ratu",0,0,0,0,0,0,0,0,0,"SUKABUMI,JAWA BARAT","Sukabumi, Jawa Barat, 43111, Indonesia","(-6.9199289, 106.9265095, 0.0)",-6.9199289,106.9265095,0.0
39,39,1309,40,23/12/2021,BANJIR,Kec. Simpang Alahan Mati Ds. Alahan Mati,PASAMAN,SUMATERA BARAT,,Dipicu curah hujan yang cukup tinggi di beberapa wilayah Provinsi Sumatera Barat tanggal 23 Desember 2021,0,0,0,1,4,0,5,0,0,"PASAMAN,SUMATERA BARAT","Pasaman, Sumatera Barat, 26353, Indonesia","(0.3949695, 100.19155726006841, 0.0)",0.3949695,100.1915572600684,0.0
